Company,Stage,Dealflow,region,follow on rate,number of deals (12months),market value,creation year,company age,access,across,active,activity,address,advalorem,advancement,advisor,alignment,allen,allied,amara,american,angel,ankur,appear,application,approach,area,arkstons,asian,atman,aula,austin,australian,ayuh,bakhai,balanced,bana,banana,banyan,barney,based,beard,benjamin,better,beyond,bitcoin,boring,brinc,broad,bryant,builder,buildtech,business,cabra,caisson,calculated,calm,capital,capitalist,caravan,cavallon,center,chaos,characterized,circle,cleantech,climate,club,cobble,collective,columbia,commitment,community,company,companyon,concentrate,concentrated,concentrating,consistent,construction,consumer,cool,cornell,cove,cryptocurrency,cutting,daniel,darkmode,datapower,daydream,deal,demonstrate,demonstrated,demonstrating,detailed,developing,development,device,different,digital,disruptive,diverse,diversified,dragon,duro,dvc,early,earth,edge,education,electric,emerging,emphasis,encompassing,enduring,energy,engineering,established,estate,europe,european,everywhere,evolutionary,exceptional,executive,exit,exitfund,expansion,exploration,eye,factory,feldberg,finance,financed,fintech,firm,first,flight,flow,focalpoint,focus,focused,focusing,founded,founder,fractal,freedom,frontierspace,fund,funding,fundomo,galactic,general,generating,giant,ginsburg,given,global,gold,gonio,good,goodtech,great,grow,growth,guidance,gulf,hanna,harpoon,health,healthcare,healthtech,help,hero,high,hill,howie,hyperguap,iaso,idea,ikigai,impact,includes,including,india,indian,indicating,industry,information,innovation,innovative,inovexus,intbox,interest,interested,intersection,inuka,invest,investing,investment,investor,invests,involvement,island,islander,jake,jessie,jolt,journey,journeyone,juniper,kagan,katha,keen,kindergarten,known,kube,landscape,late,leader,leap,led,leveraging,lightning,likely,low,majic,mana,management,mandate,market,matt,mav,maverick,may,maya,mba,meandros,measured,med,medical,medium,melzi,mentor,mid,middle,mkt,model,moderate,multiple,munch,mute,myasiavc,mycelorium,nagpal,name,nature,need,needed,nelstone,ness,network,new,newlin,newly,news,niche,nomad,nordic,nyu,offering,ollie,operate,operating,opportunity,oriented,pacific,palumni,paperjet,particular,particularly,partner,partnership,passionate,pell,pete,pioneering,pirque,pitch,portfolio,positive,possibly,potential,potentially,potluck,pre,prestigious,primarily,prithvi,product,prominent,promising,proptech,proven,provide,providing,range,real,record,recursive,red,reflecting,region,reinforced,related,rendered,resource,return,revere,rhone,riceberg,ride,rief,riverside,rob,round,saas,saasholic,sahith,scalability,scalable,scale,scaling,scvc,sector,seed,seid,selection,selective,selectivity,seneca,series,service,several,shane,shelter,shorvc,show,showcasing,showing,significant,slater,sober,social,socially,soderling,sola,solution,sourcing,space,spacecadet,span,spanning,specialize,specializing,stage,stardust,startup,stateless,step,storied,strategic,strategy,strong,studio,successful,suggesting,sum,suman,sunflower,superangel,support,supporting,sustainability,sustainable,syndicate,syntax,talukdar,targeting,tdv,team,tech,technological,technology,ten,tenon,textbook,tier,top,topazprop,track,traction,trajectory,tremis,typical,ujwal,umami,undefined,university,unknown,unpopular,untapped,unwritten,value,variety,various,ventioneers,venture,view,walker,wave,web,wild,within,wizard,work,wuri,xtripe,youth,zachary,Stage_Medium,Stage_Other,Stage_Pre-Seed,Stage_Seed,Stage_Seed+,Stage_Series A,Stage_Series B,Stage_Series D,Dealflow_High,Dealflow_Low,Dealflow_Medium,Dealflow_New,region_Europe,region_India,region_UK,region_USA,region_Unknown,region_0.0,region_0.2969175292459349,AI,AI / ML,Biotech,Blockchain,Cleantech,Construction Technology,Consumer Goods,Consumer Product,Consumer Products,Cryptocurrency,E-commerce,EdTech,Energy,Finance,Fintech,Healthcare,Healthtech,Medical Technology,Real Estate Tech,Real Estate Technology,Renewable Energy,SaaS,Social Impact,Spacetech,Sustainability,Sustainability Tech,Sustainable Technology,Technology,Unknown,Unspecified,Web3,seed_investment,early_investment,growth_investment
Untapped Ventures,Medium,Medium,USA,40.00%,-0.171870125,0.363558568,2022,0.300142113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.266313689,0,0,0,0,0,0,0,0,0,0.266313689,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.090891557,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.078647302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.174259289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.167036534,0.081133783,0,0,0.176187083,0,0,0,0.126446693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.273726863,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107912621,0,0.120889063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.35102531,0,0,0,0,0,0,0,0,0,0,0,0,0.189015242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.199083828,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157427069,0,0,0,0,0,0,0,0.089168367,0,0,0.379553867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.082153512,0,0,0,0,0,0,0,0,0,0,0.233244197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.379553867,0,0,0,0.13041169,0,0.181783114,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.4,0.3
271.vc,Seed,Medium,USA,20.00%,-0.171870125,-0.282629934,2022,0.300142113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165844008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1435027,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.255896719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148039622,0,0,0,0,0.236106618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217368831,0,0,0,0,0,0,0,0,0,0.245620713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.220578537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.249632963,0,0,0,0,0.499451892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162699813,0.20819482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.299800513,0,0.28454423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.269423064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.165844008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.7,0.25,0.05
Banyan,Medium,Medium,USA,40.00%,-0.171870125,0.363558568,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.346827892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.071866158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32075913,0,0.243351533,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.115544179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32075913,0,0,0,0,0,0,0,0,0,0,0.098608156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.213133365,0,0,0,0,0,0,0,0,0,0,0.172717929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32075913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.32075913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30226305,0,0,0,0,0,0,0,0,0,0,0.30226305,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.075070054,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.119167306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.3,0.4,0.3
Seneca,Other,Medium,USA,40.00%,0.071485804,0.363558568,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.284318218,0,0,0,0,0,0,0,0,0,0.284318218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.083964369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.186040345,0,0,0,0,0,0,0,0,0,0,0.270622792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.086618952,0,0,0.18809847,0,0,0,0.134995308,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230416425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.201793896,0,0,0,0,0,0,0,0.405214165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.212543184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095196726,0,0,0,0,0,0.405214165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.311110525,0,0,0.087707621,0,0,0,0,0,0,0,0,0,0,0.249013014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139228365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.4,0.3
Allen Bryant,Medium,Medium,USA,40.00%,-0.171870125,0.363558568,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0.580617278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.536976113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120309623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.124113282,0,0,0,0,0,0,0.19343008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184928371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.289143452,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.322526158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.136404076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.125673199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.225878588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.4,0.3
Brinc,Seed,Medium,USA,28.00%,-0.171870125,-0.400118753,2024,-0.62337208,0,0.174628562,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.444917079,0,0,0,0,0,0,0,0,0,0.10654405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.184382408,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.341593158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095105883,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.139645416,0,0,0,0,0,0,0,0,0,0.157795424,0,0,0,0,0,0,0,0.369344322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141707445,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.221565676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.233368181,0,0,0.160373034,0,0,0,0,0,0,0,0,0,0,0,0,0,0.247146272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.104524108,0.133751707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.369344322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.09630122,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15286997,0,0.10654405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.75,0.2,0.05
Katha VC // Sahith Aula,Medium,Medium,India,40.00%,-0.171870125,0.363558568,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495416492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118637116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10265518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.105900684,0,0,0,0,0,0,0.165045815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.157791661,0,0,0,0,0,0,0,0,0,0,0.495416492,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24671404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.27519811,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.495416492,0,0,0,0,0,0.116387905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.107231696,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.118637116,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.4,0.3
Beyond Earth Technologies,Seed,Medium,USA,25.00%,-0.171870125,-0.811329618,2022,0.300142113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26479868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066095802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.26479868,0,0,0,0,0,0,0,0,0,0,0,0.318980009,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318980009,0,0,0,0,0,0,0,0,0,0,0,0,0.199836466,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.230042175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.162929501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.158849873,0,0,0,0,0,0.196020229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.277993416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.095892297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.318980009,0,0,0,0,0,0.069042448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.244902688,0,0,0,0.277993416,0,0,0,0,0.372280106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.7,0.2,0.1
Cobble Hill Ventures,Medium,Medium,USA,40.00%,-0.171870125,0.363558568,2015,3.532441789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.274188391,0,0,0,0,0,0,0,0,0,0.274188391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.093579154,0,0,0,0,0,0,0,0,0,0,0.390776999,0,0,0,0,0.080972846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.179412009,0,0,0,0,0,0,0,0.340565018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08353285,0,0,0.181396807,0,0,0,0.13018563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.122652555,0,0,0,0,0,0.281820767,0,0,0,0,0.390776999,0,0,0,0,0,0,0,0,0,0,0.300026129,0,0,0,0,0,0,0,0,0,0,0,0,0.111103518,0,0.124463664,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.194604285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091805011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.084582732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.152024681,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.187158308,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.3,0.45,0.25
Duro Ventures,Series B,Low,USA,55.00%,-0.780259949,2.71333494,2015,3.532441789,0,0.140945672,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.298104062,0,0,0,0,0,0,0,0,0,0,0,0,0.171987017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.148818167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.359100115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07676157,0,0,0,0,0.122426108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.112710182,0.332108932,0,0,0,0,0,0,0.298104062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.102097325,0,0.11437448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.188355414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.332108932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.312958382,0,0,0.084363179,0,0,0,0,0,0,0.205820596,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.077726347,0,0,0,0,0,0.332108932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.123383944,0,0.171987017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.25,0.65
Barney Pell,Medium,Low,USA,40.00%,-0.415226054,0.363558568,2024,-0.62337208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320929793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320929793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.066499816,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214333368,0,0,0,0,0,0,0,0,0,0,0,0.320929793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.141236871,0.068602247,0,0,0,0,0,0,0.106916342,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.100729724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.168334293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.091244954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.183943025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.320929793,0,0,0,0,0.168334293,0,0,0,0,0,0,0,0,0,0,0,0,0,0.296807621,0,0,0,0,0.24639967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.133111637,0,0,0,0,0,0,0,0.075395848,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.069464474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.214333368,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.24639967,0,0.320929793,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.076852882,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.1,0.3,0.6
